-2.173607823879946999e+00,-2.191729879209776577e+00
1.634760341636501302e+00,1.715328409798826836e+00
-4.612005725002608081e-01,-5.878186488841448121e-01
-7.608493926374330085e-01,-9.663266453006588153e-01
-1.387256773146550159e+00,-1.554868359112087539e+00
-3.160387510906648156e+00,-2.957953590813716449e+00
2.778230885739946920e+00,3.052619427819248443e+00
-1.820778874220134513e+00,-1.930003627590442639e+00
2.972713720532282333e-01,4.097395861396309624e-01
-5.281550498789553405e-01,-6.583417745265995880e-01
-1.885602897165645553e+00,-2.157129539213578084e+00
-1.557942275816225575e+00,-1.649354177936775745e+00
3.538792267052130125e+00,3.415511502313921088e+00
9.252772686625047038e-01,8.899853014115320926e-01
4.870406315091340144e-01,5.178040975079256647e-01
2.375315241769137664e+00,2.492477418065004890e+00
1.029356069778367466e+00,1.174862994075037470e+00
-8.753217225948939362e-01,-8.327540469673520018e-01
-3.084129617957013236e-01,-3.066228558949288807e-01
2.233389620048771285e+00,2.339264918516462899e+00
-1.620276231983413862e+00,-1.683661672704968471e+00
3.190269593683821014e+00,3.422380928268614397e+00
2.224033963258466695e+00,2.297090113651544474e+00
-1.382419850987649301e+00,-1.282439672753216353e+00
7.355235796271865079e-01,7.801768521971711445e-01
-1.228306345703725544e+00,-1.310224964690061444e+00
9.910864220346338183e-01,1.062613431361127736e+00
-4.053773644696571310e+00,-4.160193527892381837e+00
-2.244123579868390284e+00,-2.131025402076882624e+00
-2.626281974839737021e+00,-2.667699232045572355e+00
3.406602626028394809e+00,3.294602319871152041e+00
4.265680792353926942e-01,3.948215732924121313e-01
-2.482926106143205358e-01,-2.972105134708927787e-01
-2.324728672278883579e+00,-2.318724898869077400e+00
3.763732779406642193e-01,4.175748835850732199e-01
5.493104584682391156e-01,4.256494822001188894e-01
2.434127733668288496e+00,2.355492974015489072e+00
-2.085153888701167801e+00,-2.094429365418649880e+00
1.729394411875745163e+00,1.594022045563650014e+00
-6.306400081239164068e-01,-5.186450847610072357e-01
2.125260143851743777e-01,1.379897488408995399e-01
1.086484779088803254e+00,1.034726279779130564e+00
-1.402051068621351204e+00,-1.202153094645646236e+00
-2.190972161990534239e+00,-2.228327783528431638e+00
-3.151995447277498474e+00,-3.323298531325784122e+00
-1.706633320809217147e-01,-1.156914912745384411e-01
1.373177601075143528e+00,1.269294539266630384e+00
7.179909379586523199e-01,5.076780152595617990e-01
-3.352174685956362143e+00,-3.023975885683777509e+00
6.547423327747749211e-02,1.759839124755645523e-01
