7.588893429183180515e-03,-8.886696492477454967e+00,-1.231636094556260907e+01,-3.609241351812160492e-02
-1.461927047410969571e+00,3.977424623661440339e+00,-1.778423162184859407e+01,7.519651729987886224e-02
-8.916249968384217794e-01,-7.426319791271665416e+00,2.512211319268304521e+01,-1.504402772856297255e-01
1.057471430795736467e+00,4.184783098640861176e+00,3.992702139824420016e+01,6.832845606418211371e-02
1.476454179674168699e-01,-3.093801043231648729e-01,3.350260028838430770e+01,-1.259134373568804866e-01
-4.849492938758430682e-01,3.144139428954695337e+00,6.986006557443123199e+01,-5.296552509709878676e-02
-5.064733169505438726e-01,6.161668354769155087e+00,9.833821160193876310e+00,3.544633306162085079e-02
-3.052901483240785807e-01,-2.356118183587617931e+00,1.269548073198065730e+01,-9.915346318097510714e-02
-8.900423724604188402e-01,-6.683059920479009541e+00,-4.009963990458359007e+01,2.475921051502793721e-02
4.306208031966355931e-01,-6.603366881076855321e+00,5.073934035521671859e+01,-4.191464873308018563e-02
-4.424362142279640864e-01,1.465370410370342658e+00,-4.429794527574689056e+01,8.484374276101823431e-02
9.732566418147264864e-01,2.580957177787051915e+00,-9.154359837778075715e+00,8.414534171303595864e-03
6.554667382752041860e-01,6.949366732020264337e+00,-5.850654199901546093e+01,6.427109344034499794e-02
1.029448917508441808e+00,1.951014052789546094e+00,-2.376776173571018802e+01,-2.156291278961617805e-02
-1.273613320545081251e+00,-1.129156648073008284e+01,1.566683859074550078e+01,2.964082840734730620e-02
-6.516230604176497243e-01,1.969807525392002878e+00,7.991827802706920636e+01,-5.462012034632224289e-02
6.269882419803903817e-01,1.865387380027975661e+00,-5.733118365959859375e+01,1.150394441607501678e-01
9.835554951524666523e-01,-9.220172389264135182e-01,1.554445336208797990e+01,-4.747660431516396995e-02
-3.816124906367509562e-01,-1.601294987044856288e+00,-1.424517705886573671e+00,-1.615388883330105482e-02
1.800144421209740386e+00,-8.575138901094385702e+00,-2.598030333966310934e+01,-5.118106925277546987e-02
2.289091638048169841e+00,-1.048180082412975833e-01,1.920300012413960644e+01,1.054713104187733758e-01
-1.281387273418601147e+00,-4.437110258795363471e+00,-7.169969960977872425e+00,-4.752484790226210731e-02
-1.800111313653656731e-01,2.229438546985141212e+00,-1.942209067136799661e+01,6.614114552213785914e-02
-6.139773919760165288e-01,-6.748907501688655941e+00,1.062549679989796481e+01,3.922227497805406971e-02
-6.030216668004382274e-01,-4.068199513502948617e-01,-2.416429184018936382e+01,8.618015819957346169e-02
-1.495555421008406827e-01,-7.109152226830156351e+00,-5.922638583010965618e+01,-1.029305876687557630e-01
-1.400454064655796804e+00,-2.645477963493012119e+00,-2.649975847490953740e+01,-9.033747058002572494e-02
5.053920546312737905e-01,3.123510945247256920e+00,3.114672102432669831e+01,-5.819465874256962712e-02
4.066743596824938800e-01,-1.099395984506990276e+00,7.006777280097536753e+00,7.891311784648151473e-02
-3.035220322223325384e-01,-9.736962906073468815e+00,2.421039462280038279e+01,7.125138480090038862e-02
-9.702252474722210529e-01,-2.226917404716371784e+00,2.103650686952801152e+01,-3.058262419489057513e-02
1.778747732824398797e+00,-1.227395014091992920e+01,-7.358896472901852448e+00,-2.149237281112885076e-02
-6.819409688246126366e-01,2.842350797277211516e+00,2.273758175592565767e+00,2.175416052151893931e-01
-3.815142421885639457e-01,-6.169802995758086883e-01,-4.094286240727464943e+00,1.696833805105658378e-03
9.351590577081897449e-01,-1.458977313952097843e+00,-1.495907768777834690e+01,8.689557014512588884e-02
-3.950015096483667776e-01,3.513669516164218631e+00,-5.092037511578188180e+00,7.653980430498368015e-02
3.386211522781145122e-01,-5.434060598404764519e+00,-2.849693238786340732e+00,1.662030762080687063e-01
-8.942481200292260457e-01,1.079209352081865525e+01,-1.234220602589307525e+01,6.193772954769577455e-02
9.812681616658175399e-02,1.879216523616072720e+00,-3.257249086771847857e+01,1.716221946237787843e-02
8.189330866208026638e-01,2.446518320501888388e-01,9.125569680883250712e+00,-4.251758022811447102e-02
7.544876864325716914e-01,-1.693652166097757927e+01,-3.921951799683654372e+01,-3.172917986562562905e-03
-6.062805896759830837e-01,2.632827326471120610e+00,-4.996937802928324857e+01,5.821722996281397666e-02
-4.054400360787974722e-01,-4.058383719434096371e+00,-6.618114085254380718e+00,-1.792490308620996869e-02
-1.818019602039850913e+00,7.270043312627581279e-03,-5.275323126878427615e+01,1.526302655979422558e-02
-3.415422881828170110e-01,1.311004842411267690e+00,3.742397631128683599e+01,5.439231037943818847e-02
-2.530713963024684987e-01,-5.115096994243340411e+00,-2.381440953541372352e+01,9.052790671493239627e-02
-1.198103972511070037e+00,-9.139162136533219183e+00,1.434894603278561931e+01,-3.073490930841724089e-02
